Simulation,PlayerID,Player,Position,Team,Age,Games Played,Goals,Assists,Points
5,8476310.0,Lukas Sedlak,C,PHI,30,0,0,0,0
5,8478075.0,Anders Bjork,L,CHI,27,0,0,0,0
5,8480267.0,Sammy Walker,C,MIN,24,4,0,0,0
5,8479578.0,Casey Fitzgerald,D,FLA,26,0,0,0,0
5,8480032.0,Shane Bowers,C,NJD,24,8,0,0,0
5,8478400.0,Colin White,C,PIT,26,28,0,0,0
5,8478431.0,Evgeny Svechnikov,L,SJS,27,0,0,0,0
5,8475772.0,Riley Sheahan,C,BUF,32,0,0,0,0
5,8481690.0,Tyler Angle,C,CBJ,23,2,0,0,0
5,8476326.0,Josh Archibald,R,PIT,31,0,0,0,0
5,8478843.0,Denis Malgin,C,COL,26,0,0,0,0
5,8478446.0,Glenn Gawdin,C,ANA,26,1,0,0,0
5,8477357.0,Saku Maenalanen,R,WPG,29,0,0,0,0
5,8478870.0,Rudolfs Balcers,L,TBL,26,0,0,0,0
5,8478476.0,Kyle Capobianco,D,WPG,26,0,0,0,0
5,8476439.0,Brett Ritchie,R,ARI,30,0,0,0,0
5,8474613.0,Derek Stepan,C,CAR,33,0,0,0,0
5,8475178.0,Zack Kassian,R,ARI,32,0,0,0,0
5,8480226.0,Marián Studenic,R,SEA,25,2,0,0,0
5,8481070.0,Hugh McGing,L,STL,25,5,0,0,0
5,8482250.0,Callahan Burke,C,CAR,26,1,0,0,0
5,8481591.0,Sam Poulin,R,PIT,22,3,0,0,0
5,8481441.0,Joe Snively,C,WSH,27,3,0,0,0
5,8478967.0,Lane Pederson,C,CBJ,26,0,0,0,0
5,8479333.0,Libor Hajek,D,NYR,25,0,0,0,0
5,8480833.0,Vitali Kravtsov,R,VAN,24,0,0,0,0
5,8477460.0,Laurent Dauphin,C,ARI,28,0,0,0,0
5,8481461.0,Corey Schueneman,D,MTL,28,0,0,0,0
5,8474190.0,Wayne Simmonds,R,TOR,35,0,0,0,0
5,8483549.0,Lucas Condotta,L,MTL,26,3,0,0,0
5,8477993.0,Justin Kirkland,C,ARI,27,2,0,0,0
5,8480935.0,Lawrence Pilut,D,BUF,28,0,0,0,0
5,8477210.0,Buddy Robinson,R,CHI,32,0,0,0,0
5,8476851.0,Alex Galchenyuk,C,COL,29,0,0,0,0
5,8482197.0,Adam Raska,R,MIN,22,5,0,0,0
5,8479366.0,Logan Brown,C,STL,25,0,0,0,0
5,8479356.0,Kieffer Bellows,L,PHI,25,0,0,0,0
5,8479533.0,Joona Koppanen,L,PIT,25,4,0,0,0
5,8477401.0,John Hayden,C,SEA,28,2,0,0,0
5,8480822.0,Martin Kaut,R,SJS,24,0,0,0,0
5,8474610.0,Zac Dalpe,C,FLA,34,0,0,0,0
5,8482399.0,Billy Sweezey,D,CBJ,27,0,0,0,0
5,8479991.0,Jake Leschyshyn,C,NYR,24,1,0,0,0
5,8479550.0,Tanner Laczynski,C,PHI,26,0,0,0,0
5,8476166.0,Taylor Fedun,D,PIT,35,0,0,0,0
5,8479338.0,Markus Niemelainen,D,EDM,25,0,0,0,0
5,8477320.0,Anton Blidh,L,NYR,28,1,0,0,0
5,8478147.0,Bokondji Imama,L,ARI,27,6,0,0,0
5,8478067.0,Oskar Lindblom,L,SJS,27,1,0,0,0
5,8478506.0,Gabriel Carlsson,D,WSH,26,0,0,0,0
5,8478131.0,Ondrej Kase,R,CAR,28,0,0,0,0
5,8479644.0,Matt Luff,R,DET,26,0,0,0,0
5,8482824.0,Nick Cicek,D,SJS,23,0,0,0,0
5,8482834.0,Jesper Froden,R,SEA,29,0,0,0,0
5,8478491.0,Jacob Larsson,D,OTT,26,0,0,0,0
5,8474089.0,Brad Malone,C,EDM,34,0,0,0,0
5,8482641.0,Matt Kiersted,D,FLA,25,0,0,0,0
5,8480071.0,Robin Salo,D,NYI,25,0,0,0,0
5,8475461.0,Andrew Agozzino,L,SJS,32,0,0,0,0
5,8475160.0,Kyle Clifford,L,TOR,32,0,0,0,0
5,8480056.0,Jack Rathbone,D,VAN,24,0,0,0,0
5,8481725.0,Elmer Soderblom,L,DET,22,0,0,0,0
5,8479465.0,Drake Caggiula,L,PIT,29,0,0,0,0
5,8476948.0,Charles Hudon,L,COL,29,0,0,0,0
5,8479523.0,Lucas Carlsson,D,FLA,26,0,0,0,0
5,8478455.0,Austin Wagner,L,CHI,26,0,0,0,0
5,8481572.0,Ville Heinola,D,WPG,22,0,0,0,0
5,8479404.0,Henrik Borgstrom,C,WSH,26,0,0,0,0
5,8479944.0,Zach Aston-Reese,C,DET,29,3,0,0,0
5,8482635.0,Mike Hardman,L,CHI,24,0,0,0,0
5,8479705.0,Jeffrey Viel,L,SJS,26,0,0,0,0
5,8480467.0,Austin Strand,D,ANA,26,0,0,0,0
5,8480037.0,Aleksi Heponiemi,C,FLA,24,0,0,0,0
5,8479573.0,Mikhail Maltsev,L,COL,25,0,0,0,0
5,8476404.0,Andy Andreoff,C,NYI,32,0,0,0,0
5,8484125.0,Hunter McKown,C,CBJ,21,0,0,0,0
5,8481649.0,Joona Luoto,L,CBJ,26,0,0,0,0
5,8477981.0,Roland McKeown,D,NSH,27,0,0,0,0
5,8480831.0,Alec Regula,D,CHI,23,0,0,0,0
5,8482691.0,Aatu Raty,C,VAN,21,0,0,0,0
5,8482623.0,Josh Dunne,C,CBJ,25,0,0,0,0
5,8481433.0,Taro Hirose,L,DET,27,0,0,0,0
5,8480328.0,David Gust,R,CHI,29,0,0,0,0
5,8479526.0,Otto Koivula,L,NYI,25,0,0,0,0
5,8476390.0,Joseph Cramarossa,C,MIN,31,0,0,0,0
5,8482654.0,Jackson Cates,C,PHI,26,0,0,0,0
5,8480439.0,Mac Hollowell,D,TOR,25,0,0,0,0
5,8480072.0,Lias Andersson,C,LAK,25,0,0,0,0
5,8479395.0,Dennis Cholowski,D,NYI,25,0,0,0,0
5,8477463.0,Steven Santini,D,STL,28,0,0,0,0
5,8479347.0,Tyler Benson,L,EDM,25,0,0,0,0
5,8477471.0,Dillon Heatherington,D,OTT,28,0,0,0,0
5,8477520.0,Jean-Sebastien Dea,C,ARI,29,0,0,0,0
5,8480846.0,Sampo Ranta,L,COL,23,0,0,0,0
5,8480979.0,Nathan Smith,C,ARI,25,0,0,0,0
5,8484256.0,Jake Livingstone,D,NSH,24,0,0,0,0
5,8476396.0,Steven Fogarty,C,MIN,30,0,0,0,0
5,8479252.0,Dan Renouf,D,BOS,29,0,0,0,0
5,8479518.0,Fredrik Karlström,C,DAL,25,0,0,0,0
5,8481683.0,Aidan McDonough,L,VAN,24,0,0,0,0
5,8478373.0,Nikita Soshnikov,R,NYI,30,0,0,0,0
5,8482081.0,Sean Farrell,C,MTL,22,0,0,0,0
5,8481575.0,Lassi Thomson,D,OTT,23,0,0,0,0
5,8481102.0,Egor Sokolov,L,OTT,23,0,0,0,0
5,8481712.0,Matej Blumel,R,DAL,23,0,0,0,0
5,8479602.0,Jeremy Davies,D,BUF,27,0,0,0,0
5,8480443.0,Kristian Reichel,C,WPG,25,0,0,0,0
5,8479304.0,Kyle Criscuolo,C,SJS,31,0,0,0,0
5,8478224.0,Luke Philp,C,CHI,28,0,0,0,0
5,8480242.0,Arnaud Durandeau,L,NYI,24,0,0,0,0
5,8479329.0,Frederic Allard,D,MTL,26,0,0,0,0
5,8476941.0,Connor Carrick,D,BOS,29,0,0,0,0
5,8479375.0,William Bitten,C,STL,25,0,0,0,0
5,8481720.0,Nick Abruzzese,C,TOR,24,0,0,0,0
5,8482452.0,Elliot Desnoyers,L,PHI,21,0,0,0,0
5,8476915.0,Jujhar Khaira,L,MIN,29,1,0,0,0
5,8483641.0,Anton Levtchi,L,FLA,28,0,0,0,0
5,8481740.0,Tyce Thompson,R,NJD,24,0,0,0,0
5,8478173.0,Hayden Hodgson,R,PHI,27,0,0,0,0
5,8482181.0,Tristen Robins,C,SJS,22,0,0,0,0
5,8481563.0,Drew Helleson,D,ANA,22,0,0,0,0
5,8480863.0,Gabriel Fortier,L,TBL,23,0,0,0,0
5,8478058.0,CJ Suess,L,SJS,29,0,0,0,0
5,8480041.0,Dmitri Samorukov,D,STL,24,0,0,0,0
5,8482179.0,Justin Richards,C,CBJ,25,0,0,0,0
5,8480034.0,Joel Teasdale,L,MTL,24,0,0,0,0
5,8480820.0,Filip Kral,D,TOR,24,0,0,0,0
5,8480842.0,Filip Hallander,C,PIT,23,0,0,0,0
5,8478367.0,Cole Bardreau,C,NYI,30,0,0,0,0
5,8482448.0,Samuel Knazko,D,CBJ,21,0,0,0,0
5,8482711.0,Stanislav Svozil,D,CBJ,20,0,0,0,0
5,8480275.0,Nick Swaney,R,MIN,26,0,0,0,0
5,8480994.0,Damien Giroux,C,MIN,23,0,0,0,0
5,8480977.0,Semyon Der-Arguchintsev,C,TOR,23,0,0,0,0
5,8482207.0,William Dufour,R,NYI,21,0,0,0,0
5,8483464.0,Marco Kasper,C,DET,19,0,0,0,0
5,8483424.0,Owen Beck,C,MTL,19,0,0,0,0
6,8476453.0,Nikita Kucherov,R,TBL,30,81,44,100,144
6,8477492.0,Nathan MacKinnon,C,COL,28,82,51,89,140
6,8478402.0,Connor McDavid,C,EDM,26,76,32,100,132
6,8478550.0,Artemi Panarin,L,NYR,32,82,49,71,120
6,8477956.0,David Pastrnak,R,BOS,27,82,47,63,110
6,8479318.0,Auston Matthews,C,TOR,26,81,69,38,107
6,8477934.0,Leon Draisaitl,C,EDM,28,81,41,65,106
6,8478420.0,Mikko Rantanen,R,COL,27,80,42,62,104
6,8476468.0,J.T. Miller,C,VAN,30,81,37,66,103
6,8477939.0,William Nylander,R,TOR,27,82,40,58,98
6,8478864.0,Kirill Kaprizov,L,MIN,26,75,46,50,96
6,8477933.0,Sam Reinhart,C,FLA,28,82,57,37,94
6,8476887.0,Filip Forsberg,L,NSH,29,82,48,46,94
6,8471675.0,Sidney Crosby,C,PIT,36,82,42,52,94
6,8480800.0,Quinn Hughes,D,VAN,24,82,17,75,92
6,8478010.0,Brayden Point,C,TBL,27,81,46,44,90
6,8480069.0,Cale Makar,D,COL,25,77,21,69,90
6,8478427.0,Sebastian Aho,C,CAR,26,78,36,53,89
6,8480012.0,Elias Pettersson,C,VAN,25,82,34,55,89
6,8479314.0,Matthew Tkachuk,L,FLA,26,80,26,62,88
6,8480023.0,Robert Thomas,C,STL,24,82,26,60,86
6,8474600.0,Roman Josi,D,NSH,33,82,23,62,85
6,8479407.0,Jesper Bratt,L,NJD,25,82,27,56,83
6,8480803.0,Evan Bouchard,D,EDM,24,81,18,64,82
6,8474564.0,Steven Stamkos,C,TBL,33,79,40,41,81
6,8480027.0,Jason Robertson,L,DAL,24,82,29,51,80
6,8478445.0,Mathew Barzal,C,NYI,26,80,23,57,80
6,8477493.0,Aleksander Barkov,C,FLA,28,73,23,57,80
6,8475786.0,Zach Hyman,L,EDM,31,80,54,23,77
6,8480018.0,Nick Suzuki,C,MTL,24,82,33,44,77
6,8477404.0,Jake Guentzel,L,PIT,29,67,30,47,77
6,8476389.0,Vincent Trocheck,C,NYR,30,82,25,52,77
6,8479343.0,Clayton Keller,R,ARI,25,78,33,43,76
6,8475167.0,Victor Hedman,D,TBL,33,78,13,63,76
6,8475184.0,Chris Kreider,L,NYR,32,82,39,36,75
6,8475172.0,Nazem Kadri,C,CGY,33,82,29,46,75
6,8477960.0,Adrian Kempe,R,LAK,27,77,28,47,75
6,8479542.0,Brandon Hagel,L,TBL,25,82,26,49,75
6,8474679.0,Gustav Nyquist,C,NSH,34,81,23,52,75
6,8480801.0,Brady Tkachuk,L,OTT,24,81,37,37,74
6,8481559.0,Jack Hughes,C,NJD,22,62,27,47,74
6,8478444.0,Brock Boeser,R,VAN,26,81,40,33,73
6,8477942.0,Kevin Fiala,L,LAK,27,82,29,44,73
6,8479323.0,Adam Fox,D,NYR,25,72,17,56,73
6,8477409.0,Carter Verhaeghe,C,FLA,28,76,34,38,72
6,8482078.0,Lucas Raymond,L,DET,21,82,31,41,72
6,8476459.0,Mika Zibanejad,C,NYR,30,81,26,46,72
6,8476460.0,Mark Scheifele,C,WPG,30,74,25,47,72
6,8471685.0,Anze Kopitar,C,LAK,36,81,26,44,70
6,8482116.0,Tim Stützle,C,OTT,21,75,18,52,70
6,8480865.0,Noah Dobson,D,NYI,23,79,10,60,70
6,8476539.0,Jonathan Marchessault,R,VGK,33,82,42,27,69
6,8475754.0,Brock Nelson,C,NYI,32,82,34,35,69
6,8477946.0,Dylan Larkin,C,DET,27,68,33,36,69
6,8475158.0,Ryan O'Reilly,C,NSH,32,82,26,43,69
6,8477504.0,Josh Morrissey,D,WPG,28,81,10,59,69
6,8478439.0,Travis Konecny,R,PHI,26,76,33,35,68
6,8477500.0,Bo Horvat,C,NYI,28,81,33,35,68
6,8478403.0,Jack Eichel,C,VGK,27,63,31,37,68
6,8481557.0,Matt Boldy,L,MIN,22,75,29,39,68
6,8482093.0,Seth Jarvis,C,CAR,21,81,33,34,67
6,8479385.0,Jordan Kyrou,C,STL,25,82,31,36,67
6,8473419.0,Brad Marchand,L,BOS,35,82,29,38,67
6,8480002.0,Nico Hischier,C,NJD,24,71,27,40,67
6,8471215.0,Evgeni Malkin,C,PIT,37,82,27,40,67
6,8478440.0,Dylan Strome,C,WSH,26,82,27,40,67
6,8479337.0,Alex DeBrincat,R,DET,26,82,27,40,67
6,8470794.0,Joe Pavelski,C,DAL,39,82,27,40,67
6,8476454.0,Ryan Nugent-Hopkins,C,EDM,30,80,18,49,67
6,8480208.0,Drake Batherson,R,OTT,25,82,28,38,66
6,8482740.0,Wyatt Johnston,C,DAL,20,82,32,33,65
6,8471214.0,Alex Ovechkin,L,WSH,38,79,31,34,65
6,8478449.0,Roope Hintz,C,DAL,27,80,30,35,65
6,8475166.0,John Tavares,C,TOR,33,80,29,36,65
6,8481540.0,Cole Caufield,R,MTL,22,82,28,37,65
6,8475168.0,Matt Duchene,C,DAL,32,80,25,40,65
6,8478493.0,Joel Eriksson Ek,C,MIN,26,77,30,34,64
6,8473512.0,Claude Giroux,R,OTT,35,82,21,43,64
6,8477402.0,Pavel Buchnevich,L,STL,28,80,27,36,63
6,8475692.0,Mats Zuccarello,R,MIN,36,69,12,51,63
6,8477955.0,Jared McCann,L,SEA,27,80,29,33,62
6,8476875.0,Mike Matheson,D,MTL,29,82,11,51,62
6,8478398.0,Kyle Connor,L,WPG,27,65,34,27,61
6,8477940.0,Nikolaj Ehlers,L,WPG,27,82,25,36,61
6,8477951.0,Nick Schmaltz,C,ARI,27,79,22,39,61
6,8478366.0,Frank Vatrano,R,ANA,29,82,37,23,60
6,8476448.0,William Karlsson,C,VGK,30,70,30,30,60
6,8475745.0,Charlie Coyle,C,BOS,31,82,25,35,60
6,8473994.0,Jamie Benn,L,DAL,34,82,21,39,60
6,8475798.0,Mikael Granlund,C,SJS,31,69,12,48,60
6,8476346.0,Johnny Gaudreau,L,CBJ,30,81,12,48,60
6,8481068.0,Yegor Sharangovich,C,CGY,25,82,31,28,59
6,8477497.0,Sean Monahan,C,WPG,29,83,26,33,59
6,8477949.0,Alex Tuch,R,BUF,27,75,22,37,59
6,8478401.0,Pavel Zacha,C,BOS,26,78,21,38,59
6,8480839.0,Rasmus Dahlin,D,BUF,23,81,20,39,59
6,8477416.0,Oliver Bjorkstrand,R,SEA,28,82,20,39,59
6,8476853.0,Morgan Rielly,D,TOR,29,72,7,51,58
6,8479675.0,Trevor Moore,L,LAK,28,82,31,26,57
6,8482109.0,Alexis Lafrenière,L,NYR,22,82,28,29,57
6,8479999.0,Casey Mittelstadt,C,BUF,25,80,18,39,57
6,8481711.0,Matias Maccelli,L,ARI,23,82,17,40,57
6,8478460.0,Zach Werenski,D,CBJ,26,70,11,46,57
6,8479420.0,Tage Thompson,C,BUF,26,71,29,27,56
6,8475810.0,Bryan Rust,R,PIT,31,62,28,28,56
6,8477494.0,Jonathan Drouin,L,COL,28,79,19,37,56
6,8474578.0,Erik Karlsson,D,PIT,33,82,11,45,56
6,8476906.0,Shayne Gostisbehere,D,DET,30,81,10,46,56
6,8475726.0,Tyler Toffoli,R,NJD,31,79,33,22,55
6,8475765.0,Vladimir Tarasenko,R,OTT,32,76,23,32,55
6,8482124.0,Quinton Byfield,R,LAK,21,80,20,35,55
6,8478047.0,Michael Bunting,L,CAR,28,81,19,36,55
6,8475151.0,Kyle Palmieri,C,NYI,32,82,30,24,54
6,8476399.0,Blake Coleman,C,CGY,32,78,30,24,54
6,8478873.0,Troy Terry,R,ANA,26,76,20,34,54
6,8480798.0,Philipp Kurashev,C,CHI,24,75,18,36,54
6,8480036.0,Miro Heiskanen,D,DAL,24,71,9,45,54
6,8477501.0,Valeri Nichushkin,R,COL,28,54,28,25,53
6,8480015.0,Owen Tippett,R,PHI,24,78,28,25,53
6,8476882.0,Teuvo Teravainen,L,CAR,29,76,25,28,53
6,8480039.0,Martin Necas,C,CAR,24,77,24,29,53
6,8478975.0,Mason Marchment,L,DAL,28,81,22,31,53
6,8475913.0,Mark Stone,R,VGK,31,56,16,37,53
6,8478414.0,Timo Meier,R,NJD,27,69,28,24,52
6,8475794.0,Tyler Seguin,C,DAL,31,68,25,27,52
6,8477346.0,MacKenzie Weegar,D,CGY,29,82,20,32,52
6,8480830.0,Andrei Svechnikov,R,CAR,23,59,19,33,52
6,8476456.0,Jonathan Huberdeau,C,CGY,30,81,12,40,52
6,8474590.0,John Carlson,D,WSH,33,82,10,42,52
6,8474641.0,Adam Henrique,C,ANA,33,82,24,27,51
6,8476905.0,Chandler Stephenson,C,VGK,29,75,16,35,51
6,8471724.0,Kris Letang,D,PIT,36,82,10,41,51
6,8482175.0,JJ Peterka,R,BUF,21,82,28,22,50
6,8480797.0,Joel Farabee,L,PHI,23,82,22,28,50
6,8483515.0,Juraj Slafkovsky,L,MTL,19,82,20,30,50
6,8474563.0,Drew Doughty,D,LAK,34,82,15,35,50
6,8478038.0,Devon Toews,D,COL,29,82,12,38,50
6,8477456.0,J.T. Compher,L,DET,28,77,19,29,48
6,8479425.0,Filip Hronek,D,VAN,26,81,5,43,48
6,8474141.0,Patrick Kane,R,DET,35,50,20,27,47
6,8478856.0,Conor Garland,R,VAN,27,82,20,27,47
6,8481528.0,Dylan Cozens,C,BUF,22,79,18,29,47
6,8476479.0,Phillip Danault,C,LAK,30,78,17,30,47
6,8474102.0,David Perron,L,DET,35,76,17,30,47
6,8481581.0,Thomas Harley,D,DAL,22,79,15,32,47
6,8478396.0,Noah Hanifin,D,CGY,26,80,13,34,47
6,8476869.0,Brady Skjei,D,CAR,29,80,13,34,47
6,8479325.0,Charlie McAvoy,D,BOS,26,74,12,35,47
6,8482684.0,Luke Hughes,D,NJD,20,82,9,38,47
6,8477503.0,Max Domi,C,TOR,28,80,9,38,47
6,8482122.0,Brock Faber,D,MIN,21,82,8,39,47
6,8477426.0,Nicholas Paul,L,TBL,28,82,24,22,46
6,8475784.0,Jeff Skinner,L,BUF,31,74,24,22,46
6,8483808.0,Andrei Kuzmenko,L,CGY,27,72,22,24,46
6,8475170.0,Brayden Schenn,C,STL,32,82,20,26,46
6,8478407.0,Vince Dunn,D,SEA,27,59,11,35,46
6,8475760.0,Nick Bjugstad,C,ARI,31,76,22,23,45
6,8477451.0,Ryan Hartman,R,MIN,29,74,21,24,45
6,8478519.0,Anthony Cirelli,C,TBL,26,79,20,25,45
6,8477964.0,Ivan Barbashev,C,VGK,28,82,19,26,45
6,8478438.0,Tommy Novak,C,NSH,26,71,18,27,45
6,8482667.0,William Eklund,L,SJS,21,80,16,29,45
6,8477021.0,Alex Kerfoot,C,ARI,29,82,13,32,45
6,8475218.0,Mattias Ekholm,D,EDM,33,79,11,34,45
6,8480188.0,Fabian Zetterlund,L,SJS,24,82,24,20,44
6,8475169.0,Evander Kane,L,EDM,32,77,24,20,44
6,8477511.0,Anthony Mantha,R,WSH,29,74,23,21,44
6,8474586.0,Jordan Eberle,R,SEA,33,78,17,27,44
6,8477496.0,Elias Lindholm,C,VAN,29,75,15,29,44
6,8477948.0,Travis Sanheim,D,PHI,27,81,10,34,44
6,8477479.0,Tyler Bertuzzi,L,TOR,28,80,21,22,43
6,8478466.0,Daniel Sprong,R,DET,26,76,18,25,43
6,8470613.0,Brent Burns,D,CAR,38,82,10,33,43
6,8476438.0,Brandon Saad,L,STL,31,82,26,16,42
6,8477407.0,Anthony Duclair,L,SJS,28,73,24,18,42
6,8478474.0,Lawson Crouse,L,ARI,26,81,23,19,42
6,8480893.0,Kirill Marchenko,R,CBJ,23,78,23,19,42
6,8482745.0,Mason McTavish,C,ANA,20,64,19,23,42
6,8481542.0,Moritz Seider,D,DET,22,82,9,33,42
6,8477447.0,Shea Theodore,D,VGK,28,47,5,37,42
6,8477935.0,Sam Bennett,C,FLA,27,69,20,21,41
6,8477998.0,Warren Foegele,L,EDM,27,82,20,21,41
6,8480009.0,Eeli Tolvanen,R,SEA,24,81,16,25,41
6,8479345.0,Jakob Chychrun,D,OTT,25,82,14,27,41
6,8480028.0,Morgan Frost,C,PHI,24,71,13,28,41
6,8478462.0,Nicolas Roy,C,VGK,26,70,13,28,41
6,8476458.0,Ryan Strome,C,ANA,30,79,11,30,41
6,8480434.0,Sean Durzi,D,ARI,25,76,9,32,41
6,8482079.0,Marco Rossi,C,MIN,22,82,21,19,40
6,8478498.0,Jake DeBrusk,L,BOS,27,80,19,21,40
6,8479365.0,Trent Frederic,C,BOS,25,82,18,22,40
6,8479525.0,Ross Colton,C,COL,27,80,17,23,40
6,8479400.0,Pierre-Luc Dubois,C,LAK,25,82,16,24,40
6,8478233.0,Andrew Mangiapane,L,CGY,27,75,14,26,40
6,8475191.0,Reilly Smith,R,PIT,32,76,13,27,40
6,8479987.0,Morgan Geekie,C,BOS,25,76,17,22,39
6,8482146.0,Luke Evangelista,R,NSH,21,80,16,23,39
6,8474150.0,Mikael Backlund,C,CGY,34,82,15,24,39
6,8476872.0,Scott Laughton,C,PHI,29,82,13,26,39
6,8478542.0,Evan Rodrigues,C,FLA,30,80,12,27,39
6,8478055.0,Gustav Forsling,D,FLA,27,79,10,29,39
6,8478397.0,Rasmus Andersson,D,CGY,27,78,9,30,39
6,8475764.0,Cam Fowler,D,ANA,32,81,5,34,39
6,8476792.0,Torey Krug,D,STL,32,77,4,35,39
6,8482089.0,Jake Neighbours,L,STL,21,77,27,11,38
6,8482149.0,Cole Perfetti,C,WPG,21,71,19,19,38
6,8476881.0,Tomas Hertl,C,SJS,30,54,17,21,38
6,8474037.0,James van Riemsdyk,L,BOS,34,71,11,27,38
6,8482105.0,Jake Sanderson,D,OTT,21,79,10,28,38
6,8475314.0,Anders Lee,L,NYI,33,81,20,17,37
6,8473422.0,Nick Foligno,L,CHI,36,74,17,20,37
6,8482665.0,Matty Beniers,C,SEA,21,77,15,22,37
6,8476483.0,Rickard Rakell,R,PIT,30,70,15,22,37
6,8476474.0,Stefan Noesen,R,CAR,30,81,14,23,37
6,8476480.0,Vladislav Namestnikov,C,WPG,31,78,11,26,37
6,8476958.0,Jaccob Slavin,D,CAR,29,81,6,31,37
6,8481535.0,Nils Hoglander,L,VAN,23,80,24,12,36
6,8480014.0,Gabriel Vilardi,C,WPG,24,47,22,14,36
6,8473986.0,Alex Killorn,L,ANA,34,63,18,18,36
6,8478046.0,Danton Heinen,L,BOS,28,74,17,19,36
6,8478891.0,Mason Appleton,C,WPG,27,82,14,22,36
6,8476432.0,Boone Jenner,C,CBJ,30,58,22,13,35
6,8477450.0,Jason Dickinson,C,CHI,28,82,22,13,35
6,8476880.0,Tom Wilson,R,WSH,29,74,18,17,35
6,8482699.0,Dylan Guenther,R,ARI,20,45,18,17,35
6,8475287.0,Erik Haula,L,NJD,32,76,16,19,35
6,8476925.0,Colton Sissons,C,NSH,30,81,15,20,35
6,8482720.0,Matthew Knies,L,TOR,21,80,15,20,35
6,8482113.0,Anton Lundell,C,FLA,22,78,13,22,35
6,8476392.0,Adam Lowry,C,WPG,30,81,12,23,35
6,8478472.0,Mathieu Joseph,R,OTT,26,72,11,24,35
6,8475799.0,Nino Niederreiter,R,WPG,31,77,18,16,34
6,8477476.0,Artturi Lehkonen,L,COL,28,45,16,18,34
6,8481618.0,Alex Newhook,C,MTL,22,55,15,19,34
6,8482159.0,Tyson Foerster,R,PHI,21,77,20,13,33
6,8482110.0,Dawson Mercer,C,NJD,22,82,20,13,33
6,8481580.0,Connor McMichael,C,WSH,22,80,18,15,33
6,8482055.0,Drew O'Connor,L,PIT,25,79,16,17,33
6,8477429.0,Andrew Copp,C,DET,29,79,13,20,33
6,8479992.0,Michael Rasmussen,C,DET,24,75,13,20,33
6,8476826.0,Yanni Gourde,C,SEA,32,80,11,22,33
6,8476419.0,Jean-Gabriel Pageau,C,NYI,31,82,11,22,33
6,8477986.0,Brandon Montour,D,FLA,29,66,8,25,33
6,8482671.0,Owen Power,D,BUF,21,76,6,27,33
6,8478178.0,Darren Raddysh,D,TBL,27,82,6,27,33
6,8480145.0,Neal Pionk,D,WPG,28,82,5,28,33
6,8474565.0,Alex Pietrangelo,D,VGK,33,64,4,29,33
6,8478057.0,Dakota Joshua,C,VAN,27,63,18,14,32
6,8477952.0,Robby Fabbri,C,DET,27,68,18,14,32
6,8476921.0,Jordan Martinook,L,CAR,31,82,14,18,32
6,8475722.0,Jason Zucker,L,ARI,31,69,14,18,32
6,8482705.0,Cole Sillinger,C,CBJ,20,77,13,19,32
6,8477498.0,Darnell Nurse,D,EDM,28,81,10,22,32
6,8475171.0,Oliver Ekman-Larsson,D,FLA,32,80,9,23,32
6,8478500.0,Ivan Provorov,D,CBJ,26,82,5,27,32
6,8474151.0,Ryan McDonagh,D,NSH,34,74,3,29,32
6,8474870.0,Tyler Johnson,C,CHI,33,67,17,14,31
6,8475848.0,Brendan Gallagher,R,MTL,31,77,16,15,31
6,8474189.0,Lars Eller,C,PIT,34,82,15,16,31
6,8476292.0,Ondrej Palat,L,NJD,32,71,11,20,31
6,8481624.0,Ilya Mikheyev,R,VAN,29,78,11,20,31
6,8478458.0,Jack Roslovic,C,CBJ,26,59,9,22,31
6,8477495.0,Seth Jones,D,CHI,29,67,8,23,31
6,8476979.0,Erik Gustafsson,D,NYR,31,76,6,25,31
6,8476331.0,Dylan DeMelo,D,WPG,30,82,3,28,31
6,8480064.0,Josh Norris,C,OTT,24,50,16,14,30
6,8475768.0,Jaden Schwartz,C,SEA,31,62,13,17,30
6,8480802.0,Ryan McLeod,C,EDM,24,81,12,18,30
6,8477987.0,Ryan Donato,C,CHI,27,78,12,18,30
6,8475149.0,Marcus Johansson,L,MIN,33,78,11,19,30
6,8481546.0,Cam York,D,PHI,22,82,10,20,30
6,8477505.0,Alex Wennberg,C,SEA,29,79,10,20,30
6,8473533.0,Jordan Staal,C,CAR,35,80,10,20,30
6,8478469.0,Thomas Chabot,D,OTT,26,51,9,21,30
6,8480817.0,K'Andre Miller,D,NYR,23,80,8,22,30
6,8477969.0,Marcus Pettersson,D,PIT,27,82,4,26,30
6,8475753.0,Justin Faulk,D,STL,31,60,2,28,30
6,8479619.0,Michael Carcone,L,ARI,27,74,21,8,29
6,8482475.0,Yegor Chinakhov,R,CBJ,22,53,16,13,29
6,8480459.0,Pius Suter,C,VAN,27,67,14,15,29
6,8475763.0,Kevin Hayes,R,STL,31,79,13,16,29
6,8481524.0,Bowen  Byram,D,COL,22,73,11,18,29
6,8480336.0,Sean Walker,D,PHI,29,81,10,19,29
6,8481656.0,Aliaksei Protas,C,WSH,22,78,6,23,29
6,8474574.0,Tyler Myers,D,VAN,33,77,5,24,29
6,8482125.0,Alexander Holtz,R,NJD,21,82,16,12,28
6,8480813.0,Joe Veleno,C,DET,23,80,12,16,28
6,8480068.0,Ryan Poehling,C,PHI,24,77,11,17,28
